Unique ID,Data Source,WDFW ID,DNR ID,RMAP ID,QIN ID,FS ID,CSP ID,PRISM Project #,Barrier Type,Latitude (from database),Longitude (from database),Latitude (map adjusted),Longitude (map adjusted),Stream Name,Tributary To Name,Interested Parties,Road Ownership,Road Name,Road Block,Road Number,Mile Post,County,HUC 10 Name,WRIA,Barrier Status,Barrier Passability,Reason,Verified,VerifiedDate,Barrier Width (m),Barrier Height (m),Barrier Length (m),Road Fill Depth (m),Channel Width (m),Priority Index (PI),Comments,Record Update Date,Record Update Person,On NHD?,Multiple Pipes,Include in Prioritization?,Barrier Flag,Total Prioritization Score,Downstream Barrier Count,"Total Habitat Gain (Coho, miles)","Total Habitat Gain (Steelhead, miles)","Total Habitat Gain (Chinook, miles)","Total Habitat Gain (Resident, miles)",x,y
CWCC.04498,WDFW.NoNatural,934933,,,,,,,Other,47.48142,-123.988711,47.4814695420001,-123.988939096,unnamed,Ten O'Clock Creek,Quinault,Tribal,BIA;US-101,,,,Grays Harbor,Lower Quinault River,21,Unknown,Unknown Barrier Status,Insufficient Data,Yes,"4/2/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,No anadramous access. Fish use US and DS.,,,Yes,No,Yes,Downstream 0% Passable Barrier,30.225,6,0.13,0.13,0,0.16,-13802385.56418342,6021019.326072582
CWCC.04499,WDFW.NoNatural,934934,,,,,,,Other,47.479428,-123.984876,47.479428,-123.984876,unnamed,Ten O'Clock Creek,Quinault,Tribal,Unnamed,,,,Grays Harbor,Lower Quinault River,21,Barrier,0%,Failed,Yes,"4/21/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,Recent landslide reported US. May affect hydrology/flow. Could not determine effects at time of survey.,"5/6/2019, 9:29 AM",SSV\jaspewpj,No,No,No,,,,,,,,-13801933.262410048,6020683.058902626
CWCC.04501,WDFW.NoNatural,934936,,,,,,,Culvert,47.472487,-123.987374,47.4724870000001,-123.987374,unnamed,Ten O'Clock Creek,Quinault,Tribal,Unnamed,,,,Grays Harbor,Lower Quinault River,21,Barrier,33%,Slope,Yes,"4/30/2019, 5:00 PM",0.76,0.76,16.7,2.5,-99.99,,"~100m US & DS there is a cahnnel, but trib becomes extensive wetland beyond this. This single crossing is draining a very large & wet floodplane.","5/6/2019, 9:29 AM",SSV\jaspewpj,No,Yes,No,,,,,,,,-13802211.338430079,6019539.888119834
CWCC.04503,WDFW.NoNatural,934937,,,,,,,Culvert,47.47842,-123.98471,47.47842,-123.98471,unnamed,Ten O'Clock Creek,Quinault,Private,none;Us101,,,,Grays Harbor,Lower Quinault River,21,Barrier,67%,Depth,Yes,"4/21/2019, 5:00 PM",0.91,0.91,6.2,1.5,1.65,,possibly graywater pond within bankfull. Downstream is all wetland. Upstream is channelized.,"5/23/2019, 7:55 AM",SSV\jennilmj,No,No,No,,,,,,,,-13801914.783361312,6020517.0337288305
CWCC.04504,WDFW.NoNatural,934938,,,,,,,Other,47.47239,-123.98994,47.4722057440001,-123.989622464,unnamed,Ten O'Clock Creek,Quinault,Tribal,unnamed,,,,Grays Harbor,Lower Quinault River,21,No Barrier,100%,NA,Yes,"4/21/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,Confluence of 2 streams ~10m US. Each has ~1.5m BFW.,"5/29/2019, 10:31 AM",SSV\jennilmj,Yes,No,No,,,,,,,,-13802461.63633046,6019493.568977812
CWCC.04509,WDFW.NoNatural,934942,,,,,,,Other,47.4779,-123.98864,47.477908459,-123.988611832,unnamed,Ten O'Clock Creek,Quinault,Private,Unnamed,,,,Grays Harbor,Lower Quinault River,21,Barrier,33%,Failed,Yes,"4/30/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,Old puncheon under abandoned road.,"8/11/2020, 5:00 PM",bkrier,Yes,No,Yes,Downstream 0% Passable Barrier,39.525,3,0.61,0.61,0.01,0.66,-13802349.133290788,6020432.78024821
CWCC.04510,WDFW.NoNatural,934943,,,,,,,Other,47.47411,-123.98959,47.4740193860001,-123.989064094,unnamed,Ten O'Clock Creek,Quinault,Tribal,forest road; US 101,,,,Grays Harbor,Lower Quinault River,21,Barrier,0%,Obstruction,Yes,"4/23/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,,"5/29/2019, 5:21 AM",SSV\jennilmj,Yes,No,Yes,Downstream 0% Passable Barrier,41.725,2,0.88,0.88,0.29,0.93,-13802399.478925288,6019792.256481321
CWCC.04511,WDFW.NoNatural,934944,,,,,,,Other,47.47236,-123.99003,47.4722545880001,-123.989582247,unnamed,Ten O'Clock Creek,Quinault,Tribal,forest road; US 101,,,,Grays Harbor,Lower Quinault River,21,Barrier,0%,NA,Yes,"4/24/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,,"5/23/2019, 5:49 AM",SSV\phinndap,Yes,No,Yes,,44.925,1,1.01,1.01,0.42,1.06,-13802457.159419231,6019501.612878993
CWCC.04513,WDFW.NoNatural,934951,,,,,,,Culvert,47.47928,-124.04236,47.4792011490001,-124.042113132,unnamed,Lunch Creek,Quinault,Tribal,BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Drop,Yes,"4/2/2019, 5:00 PM",0.91,0.91,12.1,2,1.59,1.06,,"8/8/2019, 2:44 AM",SSV\flemiacf1,Yes,No,Yes,No Estimated Upstream Habitat Gain,25.275,2,0,0,0,0,-13808304.870794104,6020645.694463196
CWCC.04514,WDFW.NoNatural,934952,,,,,,,Culvert,47.48077,-124.0498,47.4809451400001,-124.04969279,unnamed,Lunch Creek,Quinault,Tribal,BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Slope,Yes,"4/2/2019, 5:00 PM",0.96,0.96,20,4,1.5,10.14,small wetland US with northwestern salamander and northern red-legged frog egg masses.,"8/8/2019, 1:32 AM",SSV\flemiacf1,Yes,No,Yes,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,26.275,2,0,0,0,0,-13809148.63448748,6020932.949415237
CWCC.04515,WDFW.NoNatural,934953,,,,,,,Culvert,47.47679,-124.04968,47.476421471,-124.049386766,unnamed,Lunch Creek,Quinault,Tribal,private; BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,67%,Velocity,Yes,"4/14/2019, 5:00 PM",0.76,0.76,6.3,1,2.34,17.6,"Old, overgrown logging road. Pool above culvert with floating and submerged logs.","8/8/2019, 1:38 AM",SSV\flemiacf1,Yes,No,Yes,,39.475,1,1.16,1.16,0.09,0.56,-13809114.56802296,6020187.870212446
CWCC.04516,WDFW.NoNatural,934954,,,,,,,Culvert,47.47763,-124.05168,47.4774161780001,-124.05139211,unnamed,Lunch Creek,Quinault,Tribal,private; US 101,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Slope,Yes,"4/23/2019, 5:00 PM",0.46,0.46,7.3,0.5,2.32,16.88,"old overgrown logging road - partially washed away, culvert visible for most of length. Stream goes subsurface at wetland ~10m US.","8/28/2019, 12:12 AM",SSV\flemiacf1,Yes,No,Yes,,37.475,1,0.26,0.26,0,0,-13809337.801907783,6020351.699662295
CWCC.04517,WDFW March 2021,934955,,,,,,,Culvert,47.47915,-124.05166,47.4791500000001,-124.05166,unnamed,Lunch Creek,Quinault,Tribal,private; BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Slope,Yes,"4/23/2019, 5:00 PM",0.91,0.91,7.3,-999.9,1.39,13.07,overgrown old logging road. Roadway washed away on top - stream scour visible over road.,"8/2/2021, 5:00 PM",rpepin,No,No,No,,,,,,,,-13809367.623294424,6020637.269909214
CWCC.04518,WDFW.NoNatural,934956,,,,,,,Culvert,47.48002,-124.0508,47.4800200000001,-124.0508,unnamed,Lunch Creek,Quinault,Tribal,private; BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Unknown,Unknown Barrier Status,Insufficient Data,Yes,"4/23/2019, 5:00 PM",0.53,0.53,7.4,1,1.39,,"Inlet is completely submerged. Riffle DS, wetland with subterranean flow US.","8/8/2019, 1:30 AM",SSV\flemiacf1,No,No,No,,,,,,,,-13809271.888496181,6020780.567258108
CWCC.04519,WDFW.NoNatural,934957,,,,,,,Culvert,47.479282,-124.043169,47.479338215,-124.043876448,unnamed,Lunch Creek,Quinault,Private,BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Unknown,Unknown Barrier Status,NA,Yes,"4/29/2019, 5:00 PM",0.99,0.99,-999.9,-999.9,1.18,,US is confluence of 3 NFB tributaries: NFB due to scour below 0.61m.,,,Yes,No,Yes,No Estimated Upstream Habitat Gain,17.475,2,0,0,0,0,-13808501.16217164,6020668.270515545
CWCC.04520,WDFW March 2021,934958,,,,,,,Culvert,47.4705,-124.01743,47.470500035,-124.017466635,unnamed,Boulder Creek,Quinault,Tribal,old logging rd,,,,Grays Harbor,Lower Quinault River,21,Unknown,Unknown Barrier Status,Insufficient Data,Yes,"5/7/2019, 5:00 PM",3.61,1,-999.9,2.5,5.1,,,"6/22/2021, 12:00 AM",rpepin,Yes,No,Yes,,39.925,1,2.32,2.32,0.75,2.08,-13805561.235267311,6019212.666269935
CWCC.04521,WDFW.NoNatural,934959,,,,,,,Other,47.49432,-124.07837,47.4942909310001,-124.077911929,unnamed,Crane Creek,Quinault,Tribal,BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,No Barrier,100%,NA,Yes,"5/12/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,Unidentified trout fry observed nearby.,"8/11/2020, 5:00 PM",bkrier,Yes,No,No,,,,,,,,-13812289.974592147,6023131.466098849
CWCC.04524,WDFW.NoNatural,934962,,,,,,,Other,47.48185,-124.07791,47.4818680010001,-124.077924416,Lunch Creek,Raft River,Quinault,Tribal,unnamed,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,No Barrier,100%,NA,Yes,"5/21/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,,"8/11/2020, 5:00 PM",bkrier,Yes,No,No,,,,,,,,-13812291.364660032,6021084.958794334
CWCC.04525,WDFW.NoNatural,934963,,,,,,,Other,47.47903,-124.09066,47.4790610740001,-124.090660254,Lunch Creek,Raft River,Quinault,Tribal,unnamed; BIA 9310,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,No Barrier,100%,NA,Yes,"5/21/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,,"8/11/2020, 5:00 PM",bkrier,Yes,No,No,,,,,,,,-13813709.111675676,6020622.623118167
CWCC.04527,WDFW.NoNatural,934965,,,,,,,Other,47.48822,-124.06552,47.4880685970001,-124.065434839,Lunch Creek,Raft River,Quinault,Tribal,BIA 9200 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,No Barrier,100%,NA,Yes,"6/17/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,,"8/11/2020, 5:00 PM",bkrier,Yes,No,No,,,,,,,,-13810901.031295782,6022106.361395007
CWCC.04528,WDFW.NoNatural,934966,,,,,,,Other,47.48851,-124.06463,47.488494949,-124.064626612,Lunch Creek,Raft River,Quinault,Tribal,abandoned rd;BIA 9200,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Obstruction,Yes,"6/17/2019, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,Upstream end of bridge is completely buried.  Road is abandoned.,"8/11/2020, 5:00 PM",bkrier,Yes,No,Yes,,40.575,1,0.38,0.38,0,0.42,-13810811.059868364,6022176.597365818
CWCC.04529,WDFW March 2021,934968,,,,,,,Culvert,47.494491,-124.05978,47.4944331340001,-124.059745794,unnamed,Cedar Creek,Quinault,Tribal,BIA 9220 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Slope,Yes,"2/1/2021, 4:00 PM",0.61,0.61,-999.9,-999.9,-99.99,1.64,Culvert only inventoried at this time. Fish bearing status of stream TBD. Likely fish bearing below but unlikely above.,"7/19/2021, 5:00 PM",rpepin,Yes,No,Yes,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,26.275,2,0,0,0,0,-13810267.729705269,6023154.894935876
CWCC.04530,WDFW March 2021,934969,,,,,,,Culvert,47.492919,-124.059545,47.492930508,-124.059550524,Lunch Creek,Raft River,Quinault,Tribal,BIA 9220 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Drop,Yes,"2/1/2021, 4:00 PM",0.61,0.61,-999.9,-999.9,-99.99,2.8,FB status unknown. Stream will be surveyed for RSFS at a later date.  Likely FB below. Above unknown.,"7/19/2021, 5:00 PM",rpepin,Yes,No,Yes,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,26.275,2,0,0,0,0,-13810245.992407823,6022907.3315625535
CWCC.04531,WDFW March 2021,934970,,,,,,,Culvert,47.492243,-124.059556,47.4921811230001,-124.059548753,unnamed,Lunch Creek,Quinault,Tribal,BIA 9220 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,0%,Drop,Yes,"1/31/2021, 4:00 PM",0.61,0.61,-999.9,-999.9,-99.99,1.04,Stream will be surveyed RSFS at a future date. Likely FB above and below.,"7/19/2021, 5:00 PM",rpepin,Yes,No,Yes,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,26.275,2,0,0,0,0,-13810245.795257451,6022783.870074446
CWCC.04533,WDFW March 2021,935011,,,,,,,Culvert,47.489559,-124.059058,47.4897978540001,-124.05886784,unnamed,Cedar Creek,Quinault,Tribal,BIA 9220 Rd,,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,67%,Drop,Yes,"1/25/2021, 4:00 PM",0.61,0.61,-999.9,-999.9,-99.99,3.51,Stream will be surveyed for an RSFS sometime in the future. FB likely above and below.,"7/19/2021, 5:00 PM",rpepin,Yes,No,Yes,Downstream 0% Passable Barrier,31.075,2,0.07,0.07,0,0,-13810169.99635897,6022391.237497923
CWCC.04600,WDFW.NoNatural,990252,,,,,,,Culvert,47.4824753,-124.0754395,47.482523805,-124.075456392,Lunch Creek,Raft River,WSDOT - unknown; Quinault,State,US 101,,,136.45,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Depth,Yes,"3/18/2019, 5:00 PM",1.83,1.6,14.6,2.5,3.45,,,"8/11/2020, 5:00 PM",bkrier,Yes,No,Yes,,45.675,1,2.07,2.07,0.71,1.56,-13812016.62554738,6021192.9814131735
CWCC.04606,WDFW.NoNatural,990452,,,,,,,Culvert,47.47594,-124.0522,47.4760433710001,-124.052225772,unnamed,Lunch Creek,WSDOT - uncorrected subject to injunction; Quinault,State,US 101,,,135.26,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Velocity,Yes,"3/25/2019, 5:00 PM",2.45,1.22,16,2,3.81,20.72,,"8/7/2019, 9:47 AM",SSV\flemiacf1,Yes,Yes,Yes,,43.675,1,1.66,1.66,0.23,0.79,-13809430.604679288,6020125.597521614
CWCC.04608,WDFW.NoNatural,990453,,,,,,,Culvert,47.4797173,-124.0655823,47.4796991680001,-124.06548199,unnamed,Lunch Creek,WSDOT - uncorrected subject to injunction; Quinault,State,US 101,,,135.95,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,67%,Depth,Yes,"8/23/2005, 5:00 PM",1.22,1.22,28,4,2.7,5.21,Type 9 water upstream (1998 DNR water type data).,"11/25/2013, 8:15 AM",SSV\thompjrt,Yes,No,Yes,,40.575,1,0.42,0.42,0,0.41,-13810906.28014512,6020727.722883777
CWCC.04609,WDFW.NoNatural,990454,,,,,,,Culvert,47.4819298,-124.0734024,47.4819298,-124.0734024,unnamed,Lunch Creek,WSDOT - unknown; Quinault,State,US 101,,,136.34,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,NA,Yes,"3/31/2019, 5:00 PM",0.91,0.91,18.3,3,2.57,,,"5/30/2019, 4:38 AM",ssv\barredeb,No,No,No,,,,,,,,-13811787.976142993,6021095.138154881
CWCC.04610,WDFW March 2021,990455,,,,,,,Culvert,47.4838638,-124.080246,47.4838637990001,-124.080246,unnamed,Cedar Creek,WSDOT - unknown; Quinault,State,US 101,,,136.7,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Slope,Yes,"12/13/2020, 4:00 PM",1.22,1.22,27.7,-999.9,2.25,,Stream runs ~ parallel to 101 US. Between 0 & 50m US there is large amount of old wood trapped in sharp bend in channel caused by culvert placement angle. Subterranean sections of flow due to this buildup. FU=Y outside culvert influence.,"7/19/2021, 5:00 PM",rpepin,No,No,No,,,,,,,,-13812549.80224856,6021413.706546842
CWCC.04613,WDFW.NoNatural,990464,,,,,,,Culvert,47.4733009,-124.0386658,47.4733009,-124.0386658,unnamed,Boulder Creek,WSDOT - unknown; Quinault,State,US 101,,,134.61,Grays Harbor,Lower Quinault River,21,No Barrier,100%,NA,Yes,"3/24/2019, 5:00 PM",1.22,1.22,15.4,2,1.6,,Species use estimated. Requires DS check to confirm anadromy.,"5/30/2019, 4:42 AM",ssv\barredeb,No,No,No,,,,,,,,-13807921.11557377,6019673.928232149
CWCC.04621,WDFW.NoNatural,990543,,,,,,,Culvert,47.4790382,-123.9854126,47.4790382,-123.9854126,unnamed,Ten O'Clock Creek,WSDOT - uncorrected subject to injunction; Quinault,State,US 101,,,132,Grays Harbor,Lower Quinault River,21,Barrier,67%,Slope,Yes,"3/28/2019, 5:00 PM",0.91,0.91,17,2,3.1,,"Adult steelhead & other juvenile salmonids observed DS. Jennings (WDFW), 04/03/2019","5/30/2019, 4:44 AM",ssv\barredeb,No,No,No,,,,,,,,-13801992.996465003,6020618.85544389
CWCC.04622,WDFW.NoNatural,990544,,,,,,,Culvert,47.4784012,-123.9885864,47.4782388560001,-123.988625018,unnamed,Ten O'Clock Creek,WSDOT - unknown; Quinault,State,US 101,,,132.16,Grays Harbor,Lower Quinault River,21,Barrier,67%,Slope,Yes,"3/25/2019, 5:00 PM",0.91,0.91,14.7,2,2.04,,,"3/27/2019, 6:09 AM",SSV\jennilmj,Yes,No,Yes,Downstream 0% Passable Barrier,35.025,4,0.59,0.59,0,0.64,-13802350.601189863,6020487.198240761
CWCC.04623,WDFW.NoNatural,990545,,,,,,,Culvert,47.4737701,-124.0173264,47.4738028880001,-124.017369056,unnamed,Boulder Creek,WSDOT - unknown; Quinault,State,US 101,,,133.54,Grays Harbor,Lower Quinault River,21,No Barrier,100%,NA,Yes,"5/7/2019, 5:00 PM",1.89,1.25,15.1,2,4.91,,"Site has been deemed a Chronic Environmental Deficiency. Fish exclusion acitivities by WSDOT in 9/2010, 8/2011, 9/2012, 8/2013, and 8/2014 found coho, cutthroat, and lamprey among other spp. Coho fry obs. May 2019 (WDFW)","5/24/2019, 2:55 AM",ssv\barredeb,Yes,Yes,No,,,,,,,,-13805550.372820478,6019756.601015053
CWCC.04625,WDFW.NoNatural,990546,,,,,,,Culvert,47.4781265,-124.0602188,47.4783267760001,-124.060461203,Lunch Creek,Raft River,WSDOT - uncorrected subject to injunction; Quinault,State,US 101,,,135.68,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Slope,Yes,"1/14/2013, 4:00 PM",1.83,1.52,18.5,6,4.9,13.66,Type 3 water upstream (1998 DNR water type data).,"2/7/2013, 6:07 AM",SSV\gatchrsg,Yes,No,Yes,,46.475,1,2.06,2.06,0.79,1.46,-13810347.368736865,6020501.6791276345
CWCC.04626,WDFW.NoNatural,990547,,,,,,,Culvert,47.4849701,-124.0841599,47.4849701000001,-124.084159901,unnamed,Cedar Creek,WSDOT - unknown; Quinault,State,US 101,,,136.9,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,67%,Slope,Yes,"4/30/2019, 5:00 PM",0.84,0.84,16.1,2.5,2.21,,US is roadside ditch. Confluence with other NFB ditch US RB.,"5/24/2019, 3:03 AM",ssv\barredeb,No,No,No,,,,,,,,-13812985.49564729,6021595.941678682
CWCC.04650,WDFW.NoNatural,990883,,,,,,,Culvert,47.48725,-124.09269,47.4874620030001,-124.092892523,unnamed,Crane Creek,WSDOT - uncorrected subject to injunction; Quinault,State,US 101,,,137.32,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,33%,Slope,Yes,"3/18/2019, 5:00 PM",1.22,1.22,25.3,3,3.16,14.25,"Type 3 water upstream, 1998 DNR data. Unidentified trout fry observed US of culvert.","8/11/2020, 5:00 PM",bkrier,Yes,No,Yes,,49.275,1,1.34,1.34,0.63,1.2,-13813957.60669396,6022006.43392543
CWCC.04821,WDFW.NoNatural,997327,,,,,,,Culvert,47.480332047,-123.968522082,47.4803148680001,-123.968087573,unnamed,Prairie Creek,WSDOT - unknown; Quinault,State,US 101,,,131.19,Grays Harbor,Lower Quinault River,21,Unknown,Unknown Barrier Status,NA,Yes,"8/22/2005, 5:00 PM",0.91,0.91,-999.9,-999.9,-99.99,,Natural drainage; OHW < 0.61m.,"10/26/2005, 5:00 PM",thompjrt,Yes,No,Yes,,37.75,1,0.3,0.3,0,0.26,-13800064.383192858,6020829.135392015
CWCC.04822,WDFW.NoNatural,997328,,,,,,,Culvert,47.480244729,-123.974670851,47.480244729,-123.97467085,unnamed,unnamed,WSDOT - unknown; Quinault,State,US 101,,,131.48,Grays Harbor,Lower Quinault River,21,Unknown,Unknown Barrier Status,NA,Yes,"8/22/2005, 5:00 PM",0.61,0.61,-999.9,-999.9,-99.99,,Natural drainage; OHW < 0.61m.,"10/11/2005, 5:00 PM",thompjrt,No,No,No,,,,,,,,-13800797.230329877,6020817.582644348
CWCC.04823,WDFW.NoNatural,997329,,,,,,,Culvert,47.480375498,-123.976131026,47.4800696450001,-123.976740534,unnamed,Prairie Creek,WSDOT - unknown; Quinault,State,US 101,,,131.55,Grays Harbor,Lower Quinault River,21,Unknown,Unknown Barrier Status,NA,Yes,"8/2/2005, 5:00 PM",0.61,0.61,-999.9,-999.9,-99.99,,Natural drainage; OHW < 0.61m.,"10/11/2005, 5:00 PM",thompjrt,Yes,No,Yes,,41.75,1,0.39,0.39,0,1.71,-13801027.62650146,6020788.7444219235
CWCC.04824,WDFW.NoNatural,997330,,,,,,,Culvert,47.48016903,-123.97902684,47.4801690300001,-123.979026841,unnamed,unnamed,WSDOT - unknown; Quinault,State,US 101,,,131.68,Grays Harbor,Lower Quinault River,21,Unknown,Unknown Barrier Status,NA,Yes,"8/2/2005, 5:00 PM",0.61,0.61,-999.9,-999.9,-99.99,,Natural drainage; OHW < 0.61m.,"10/11/2005, 5:00 PM",thompjrt,No,No,No,,,,,,,,-13801282.136930278,6020805.114124792
CWCC.04825,WDFW.NoNatural,997331,,,,,,,Bridge,47.477029473,-123.997372942,47.4770289910001,-123.997371281,Ten O'Clock Creek,Quinault River,WSDOT - unknown; Quinault,State,US 101,,,132.57,Grays Harbor,Lower Quinault River,21,No Barrier,100%,NA,Yes,"8/23/2005, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,updated with WSDOT data Jan 2021,"1/14/2021, 4:00 PM",rpepin,Yes,No,No,,,,,,,,-13803324.230710786,6020287.929196315
CWCC.04826,WDFW.NoNatural,997332,,,,,,,Bridge,47.475664163,-124.005902504,47.4756874490001,-124.005839147,Dry Creek,Ten O'Clock Creek,WSDOT - unknown; Quinault,State,US 101,,,132.99,Grays Harbor,Lower Quinault River,21,No Barrier,100%,NA,Yes,"8/23/2005, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,updated with WSDOT data Jan 2021,"1/14/2021, 4:00 PM",rpepin,Yes,No,No,,,,,,,,-13804266.869207753,6020066.977807607
CWCC.04827,WDFW.NoNatural,997333,,,,,,,Bridge,47.473728459,-124.022485429,47.473702125,-124.022523834,Boulder Creek,Quinault River,WSDOT - unknown; Quinault,State,US 101,,,133.77,Grays Harbor,Lower Quinault River,21,No Barrier,100%,NA,Yes,"8/23/2005, 5:00 PM",-99.99,-99.99,-999.9,-999.9,-99.99,,updated with WSDOT data Jan 2021,"1/14/2021, 4:00 PM",rpepin,Yes,No,No,,,,,,,,-13806124.200098094,6019740.006265323
CWCC.05802,USFS.Regional,,,,,2020099,,,Unknown,,,47.512207328,-124.093897092,North Fork Raft River,Raft River,Forest Service; Quinault,Federal,WEST BOUNDARY,PAC,2100000,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,No Barrier,100%,NA,,,,,,,,,Bridge,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,No,,,,,,,,-13814069.43481336,6026083.799784817
CWCC.05804,USFS.Regional,,,,,2020177,,,Unknown,,,47.535295934,-124.061029296,Salmon River,Queets River,Forest Service; Quinault,Federal,2100000,PAC,2100000,,Jefferson,Queets River,21,No Barrier,100%,NA,,,,,,,,,Bridge,"5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,No,,,,,,,,-13810410.608500866,6029889.916750772
CWCC.05805,USFS.Regional,,,,,2020101,,,Unknown,,,47.53255735,-124.076492674,unnamed,Salmon River,Forest Service; Quinault,Federal,WEST BOUNDARY,PAC,2100000,,Grays Harbor,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown, 2100 road but QIN lands. Bridge?  Responsible party = ? WDFW and FS mapped fish. Need culvert survey.","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,Resident Only,37.375,1,0,0,0,0.72,-13812131.983918376,6029438.378321572
CWCC.05806,USFS.Regional,,,,,2020178,,,Unknown,,,47.54690186,-124.041506004,unnamed,Salmon River,Forest Service; Quinault,Federal,WEST BOUNDARY,PAC,2100000,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown, Needs fish distribution and culvert survey.  2100 MP 5.7.  Trib to Salmon River.  LImited habitat upstream","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,Resident Only (Adjusted); Downstream 0% Passable Barrier,31.875,2,,,,0.1,-13808237.285637928,6031803.766756651
CWCC.05807,USFS.Regional,,,,,2020240,,,Unknown,,,47.5422831870001,-124.051258156,unnamed,Salmon River,Forest Service; Quinault,Federal,WEST BOUNDARY,PAC,2100000,,Jefferson,Queets River,21,Unknown,Unknown Barrier Status,NA,,,,,,,,,"Unknown, Needs fish distribution and culvert survey.  2100 MP 5.1.  Trib to Salmon River.  Limited habitat upstream.","5/20/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,Resident Only (Adjusted); Downstream 0% Passable Barrier,31.875,2,,,,0.1,-13809322.890180636,6031042.083742332
CWCC.05808,USFS.Regional,,,,,-909709660,,,Unknown,,,47.562768991,-124.03833318,unnamed,Matheny Creek,Forest Service; Quinault,Federal,2100000,PAC,2100000,6.907,Jefferson,Queets River,21,Barrier,Unknown Passability,NA,,,1.22,1.22,,,3.78,,"MP 6.9, no anadromous barriers below.  Partnership project.","5/19/2020, 5:00 PM",JATHOMAS01,Yes,No,Yes,,47.975,2,1.08,1.08,0.12,0.98,-13807884.08840234,6034420.987263781
CWCC.05809,USFS.Regional,,,,,-242096803,,,Unknown,,,47.5505228110001,-124.040936914,unnamed,Salmon River,Forest Service; Quinault,Federal,2100000,PAC,2100000,5.999,Jefferson,Queets River,21,Barrier,Unknown Passability,NA,,,1.52,1.52,,,3.66,,No survey data.  Not Matheny Creek trib to Salmon.,"8/11/2020, 5:00 PM",bkrier,Yes,No,Yes,Resident Only (Adjusted); Downstream 0% Passable Barrier,34.775,2,,,,0.63,-13808173.934823802,6032400.958460075
