Unique ID,Data Source,WDFW ID,DNR ID,RMAP ID,QIN ID,FS ID,CSP ID,Barrier Type,Latitude (from database),Longitude (from database),Latitude (map adjusted),Longitude (map adjusted),Stream Name,Tributary To Name,Interested Parties,Road Ownership,Road Name,Road Block,Road Number,Mile Post,County,HUC 10 Name,WRIA,Barrier Status,Barrier Passability,Barrier Flag,DST Calculation Adjustment,Fish Type,Total Prioritization Score,Habitat Quantity Score,Habitat Potential Score,Connectivity Score,Current Condition Score,Future Condition Score,Barrier Passability Score,Downstream Barrier Count,Downstream Barrier Count Score,Downstream Minimum Passability,Downstream Minimum Passability Score,Upstream Barrier Count,Upstream Barrier Count Score,Upstream Minimum Passability,Upstream Minimum Passability Score,Maximum Net Anadromous Habitat Gain Score,"Net Habitat Gain (Coho, miles)",Net Upstream Habitat Gain Coho Score,"Total Habitat Gain (Coho, miles)","Net Habitat Gain (Steelhead, miles)",Net Upstream Habitat Gain Steelhead Score,"Total Habitat Gain (Steelhead, miles)","Net Habitat Gain (Chinook, miles)",Net Upstream Habitat Gain Chinook Score,"Total Habitat Gain (Chinook, miles)","Net Habitat Gain (Sockeye, miles)",Net Upstream Habitat Gain Sockeye Score,"Total Habitat Gain (Sockeye, miles)","Net Habitat Gain (Bull Trout, miles)",Net Upstream Habitat Gain Bull Trout Score,"Total Habitat Gain (Bull Trout, miles)","Net Habitat Gain (Resident, miles)",Net Upstream Habitat Gain Resident Score,"Total Habitat Gain (Resident, miles)",Number of Species,Maximum Habitat Potential Score,Net Habitat Potential (Coho Winter),Habitat Potential Coho Winter Score,Net Habitat Potential (Coho Summer),Habitat Potential Coho Summer Score,Net Habitat Potential (Steelhead),Habitat Potential Steelhead Score,Net Habitat Potential (Chinook),Habitat Potential Chinook Score,Number of Documented Species,Documented Coho,Documented Steelhead,Documented Chinook,Documented Sockeye,Documented Bull Trout,Documented Resident,"Stream Temperature (2019, degrees C)",Current Stream Temperature Score,"Stream Temperature (2080, degrees C)",Future Stream Temperature Score,Future Winter Max Flows (Percent Change),Future Winter Max Flows Score,Future Winter Bankfull Flows (Percent Change),Future Winter Bankfull Flows Score,Future Summer Flows,Future Summer Flows Score,x,y
CWCC.01821,DNR,,18892,2690004,,,,Culvert,48.090307184,-124.455474342,48.0901962410001,-124.455346787,unnamed,unnamed,Quileute,Private,9054,East West Dickey - CL1120,9054,,Clallam,Dickey River,20,Barrier,Unknown Passability,Resident Only,,Resident Only,29.725,2,1.5,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,0.08,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13854305.830841018,6121873.4144517025
CWCC.01823,DNR,,18894,2690004,,,,Culvert,48.0419992427,-124.521258672,48.0419662030001,-124.52124349,unnamed,unnamed,Quileute,Private,5242,East West Dickey - CL1060,5242,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Anadromous Only,31.6,3,3,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,Yes,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13861641.418220675,6113839.357555119
CWCC.01875,DNR,,15846,2690004,,,,Culvert,48.0010519998,-124.564182,48.0010372570001,-124.564187899,unnamed,West Fork Dickey River,Quileute,Private,5300,East West Dickey - CL1040,5300,,Clallam,Dickey River,20,Barrier,Unknown Passability,Resident Only,,Resident Only,30.6,2,3,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1,0.03,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13866421.96799579,6107027.399278463
CWCC.01917,DNR,,15285,2690005,,,,Culvert,47.8033859997,-124.432465,47.8033977950001,-124.432416269,unnamed,Mosquito Creek,Hoh,Private,3610,Goodman Creek - CL0440,3610,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,43.4,7,4.5,14.4,10,7.5,2,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0,0,0,0.02,1,0,0,0,0,0,0,0,0,0,0,1.83,2,1.83,2,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,Yes,No,No,No,No,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13851753.217227004,6074209.334184274
CWCC.01918,DNR,,PR19118,2610028,,,,Culvert,48.166,-124.535,48.1660488110001,-124.535385182,unnamed,Big River,Makah,Private,,OZETTE,,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,48.725,5,15,15.6,7.5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.72,1,0.72,0.72,1,0.72,0,0,0,0,0,0,0,0,0,0.63,1,0.63,3,3,0.28,2,0.45,3,0.14,1,-99999,0,3,Yes,Yes,No,No,No,Yes,13.901537436328,3,15.3753923068315,3,16.8653325111034,3,30.6958965434656,1,25.1030130787163,2,-13863215.664180946,6134524.032061244
CWCC.01934,DNR,,12910,2690012,,,,Culvert,48.02112,-124.48588,48.0211193600001,-124.485789688,unnamed,East Fork Dickey River,Quileute,State,D-2009,DICKODOCHTEDAR,D-2009,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,26.225,0,0,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13857694.719036112,6110369.0632806625
CWCC.01942,DNR,,19196,2690008,,,,Culvert,47.74258,-124.317328,47.742734979,-124.317538624,unnamed,Nolan Creek,Hoh,Private,1436.525,South Clallam - CL0280,1436.525,,Jefferson,Hoh River,20,Barrier,Unknown Passability,,,Resident and Anadromous,42.475,5,12.5,15.6,5,4.375,2,1,4,Unknown Passability,4,0,5,NA,5,1,0.28,1,0.28,0.28,1,0.28,0,0,0,0,0,0,0,0,0,0.47,1,0.47,3,4,0.68,4,0.13,1,0.23,2,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13838965.096292896,6064161.322245948
CWCC.01951,DNR,,13839,2610033,,,,Culvert,47.7653560003,-124.43486,47.7653514720001,-124.434872859,unnamed,Mosquito Creek,Hoh,Private,3607.7,2006,3607.7,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Anadromous Only,43.1,3,7,15.6,10,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.03,1,0.03,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.12,1,0.36,2,0.07,1,-99999,0,0,No,No,No,No,No,No,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13852026.683615433,6067906.082023476
CWCC.01953,DNR,,19282,2610075,,,,Culvert,48.082052,-124.611459,48.081908862,-124.61128847,unnamed,unnamed,Makah; Quileute,Private,,Ozette Lake,,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,36.225,0,0,15.6,12.5,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,10.2873540977746,5,11.3207406572991,5,16.902418067153,3,19.7919429403511,2,23.8606575619623,3,-13871665.179532856,6120492.384794557
CWCC.01967,WDFW March 2021,162106,19246,2690008,,,,Culvert,47.768393,-124.350196,47.768356666,-124.350443747,unnamed,unnamed,Hoh,Private,spur; G3000,South Clallam - CL0280,3993.1,,Jefferson,Hoh River,20,Barrier,0%,,,Anadromous Only,41.575,3,7,22.2,5,4.375,5,1,4,67%,4,2,3,67%,4,1,0.13,1,0.13,0.13,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.11,1,0.25,2,0.06,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13842628.077801522,6068403.794128327
CWCC.01970,DNR,,19256,2690006,,,,Culvert,47.94667,-124.59956,47.9467241730001,-124.600031045,unnamed,Dickey River,Quileute,Private,,Quillayute Lowlands - CL0670,,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,51.225,10,10,15.6,7.5,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,2,1.41,2,1.41,1.41,2,1.41,0.15,1,0.15,0,0,0,0,0,0,1.06,2,1.06,4,2,0.32,2,0.29,2,0.15,1,0.1,1,0,No,No,No,No,No,No,12.5395152196252,3,13.8285304810172,3,14.4037320570266,4,16.4415936886216,3,24.2576272371518,3,-13870412.008704357,6097996.2076518675
CWCC.01971,DNR,,19257,2690004,,,,Culvert,48.069039,-124.53467,48.0690013190001,-124.534689065,unnamed,unnamed,Quileute,Private,FR-D-5009, ,,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,24.4,0,0,14.4,5,5,2,1,4,Unknown Barrier Status,4,2,3,67%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13863138.17280513,6118341.8822233435
CWCC.01972,DNR,,19258,2690004,,,,Culvert,48.069216,-124.536162,48.06926801,-124.536170218,unnamed,unnamed,Quileute,Private,Rayonier Mainline Rd, ,,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,25.6,0,0,15.6,5,5,2,1,4,Unknown Passability,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13863303.05404181,6118386.309660907
CWCC.01976,DNR,,19273,2690006,,,,Culvert,47.967614,-124.51025,47.9671719850001,-124.510101903,unnamed,unnamed,Quileute,Private,5100,Quillayute Lowlands - CL0680,5100,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,32.725,0,1.5,15.6,7.5,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,12.5395152196252,3,13.8285304810172,3,14.4037320570266,4,16.4415936886216,3,24.2576272371518,3,-13860401.14244678,6101395.159444131
CWCC.01978,DNR,,19275,2690012,,,,Culvert,48.069071,-124.458349,48.0688154650001,-124.458015606,unnamed,unnamed,Quileute,State,FR-D-5200_45811,DICKODOCHTEDAR,D_5201,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,35.725,5,4.5,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,0.21,2,0,-99999,0,-99999,0,-99999,0,-99999,0,1,Yes,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13854602.92243785,6118310.921325919
CWCC.01979,DNR,,19276,2690006,,,,Culvert,47.954204,-124.466445,47.9541741250001,-124.466485414,unnamed,Sol Duc River,Quileute,Private,Rayonier Mainline Rd,Quillayute Lowlands - CL0680,Rayonier Mainline (5000),,Clallam,Sol Duc River-Quillayute River,20,Barrier,Unknown Passability,,,Resident and Anadromous,44.1,5,13.5,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.97,1,0.97,0.97,1,0.97,0.16,1,0.16,0,0,0,0,0,0,0.87,1,0.87,4,3,0.51,3,0.18,1,0.21,2,0.07,1,1,Yes,No,No,No,No,No,16.5622122725166,2,18.2161014198348,2,16.5840712057972,3,19.1519857742185,2,31.5269204413592,1,-13855545.777094154,6099234.425398234
CWCC.01980,DNR,,19277,2690012,,,,Culvert,48.007381,-124.498147,48.0074176430001,-124.498095298,unnamed,East Fork Dickey River,Quileute,State,D-2310,DICKODOCHTEDAR,D-2310,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Anadromous Only,36.225,3,7,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.25,1,0.25,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.34,2,0.17,1,0.14,1,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13859064.573342059,6108088.955076526
CWCC.02002,QIN.off,,12022,2610003,,,,Culvert,47.4401499999,-124.286693998999,47.4401629980001,-124.286693444,unnamed,unnamed,Quinault,Private,,QUEETS WEST,,,Grays Harbor,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Anadromous Only,32.475,3,7,15.6,2.5,4.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.12,1,0.12,0.12,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.16,1,0.25,2,0.09,1,-99999,0,0,No,No,No,No,No,No,25.3914957606655,1,28.1065686812437,1,20.6165220252903,2,24.6312065062302,1,23.1968199864728,3,-13835531.426529389,6014218.168211233
CWCC.02093,QIN.off,,13519,2690012,,,,Culvert,47.6675980001,-124.140866,47.6675273000001,-124.14082719,unnamed,Clearwater River,Quinault,State,C-3000,Upper Clearwater,C-3000,,Jefferson,Clearwater River,21,Barrier,Unknown Passability,Resident Only,,Resident Only,34.1,2,1.5,15.6,7.5,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,1,0.26,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,15.4601378596427,3,17.1019719356184,2,12.8219585521832,5,17.3629613708671,3,28.2499094912165,2,-13819293.669482369,6051720.384722716
CWCC.02115,QIN.off,,12941,2690012,,,,Culvert,47.7336140003,-124.165302001,47.7335810440001,-124.165325028,unnamed,unnamed,Quinault,State,C-2750,Upper Clearwater,C-2750,,Jefferson,Clearwater River,21,Barrier,Unknown Passability,Resident Only,,Resident Only,38.725,2,3,15.6,10,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0.01,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,9.17470489396107,4,10.1788439280918,5,13.8114758287848,4,21.2775948686461,2,25.5804643807878,2,-13822020.756327448,6062646.108359631
CWCC.02119,QIN.off,,12969,2690012,,,,Culvert,47.6388419999,-124.337586999999,47.6388305340001,-124.337595138,unnamed,East Fork Kalaloch Creek,Hoh; Quinault,State,K-1205,KALALOCH,K-1205,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,37.85,0,6,15.6,7.5,8.75,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,3,0.21,2,0.2,2,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13841197.77721902,6046978.059361246
CWCC.02245,QIN.off,,13534,2690012,,,,Culvert,47.7002729997999,-124.171049999999,47.700093812,-124.170881066,unnamed,Snahapish River,Quinault,State,C-2720,Upper Clearwater,C-2720,,Jefferson,Clearwater River,21,Barrier,Unknown Passability,,,Resident and Anadromous,51.225,5,12.5,15.6,10,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.07,1,0.07,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0.16,1,0.16,3,4,0.1,1,0.61,4,0.06,1,-99999,0,0,No,No,No,No,No,No,9.17470489396107,4,10.1788439280918,5,13.8114758287848,4,21.2775948686461,2,25.5804643807878,2,-13822639.251579838,6057105.369967505
CWCC.02272,QIN.off,,14093,2690012,,,,Culvert,47.6455659996999,-124.360123999999,47.6456383020001,-124.360229975,unnamed,West Fork Kalaloch Creek,Hoh; Quinault,State,K-1000,KALALOCH,K-1000,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,Resident Only,,Resident Only,36.85,2,3,15.6,7.5,8.75,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,0.05,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13843717.475781618,6048102.851211409
CWCC.02281,QIN.off,,14115,2690012,,,,Culvert,47.6577289995,-124.359583001,47.657738769,-124.359582198,unnamed,unnamed,Hoh; Quinault,State,K-1000,KALALOCH,K-1000,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,Resident Only (Adjusted); Downstream 0% Passable Barrier,,Resident Only,32.85,2,3,11.6,7.5,8.75,2,2,3,0%,0,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,0.13,1,0.13,1,0,,0,,0,,0,,0,1,No,No,No,No,No,Yes,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13843645.365496272,6050102.474098513
CWCC.02285,QIN.off,,14137,2690012,,,,Culvert,47.6361980005,-124.337278001,47.6362531670001,-124.337269865,unnamed,East Fork Kalaloch Creek,Hoh; Quinault,State,K-1205,KALALOCH,K-1205,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,45.35,5,8.5,15.6,7.5,8.75,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.17,1,0.17,0.17,1,0.17,0,0,0,0,0,0,0,0,0,0.23,1,0.23,3,2,0.16,1,0.3,2,0.08,1,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13841161.568019353,6046552.26052907
CWCC.02286,QIN.off,,14138,2690012,,,,Culvert,47.6375609999999,-124.337547,47.6380851800001,-124.33766466,unnamed,East Fork Kalaloch Creek,Hoh; Quinault,State,K-1205,KALALOCH,K-1205,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,44.15,5,8.5,14.4,7.5,8.75,2,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.06,1,0.06,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0.14,1,0.14,3,2,0.12,1,0.22,2,0.06,1,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13841205.516330076,6046854.919527463
CWCC.02287,QIN.off,,14139,2690012,,,,Culvert,47.6380730003999,-124.337669000999,47.638135043,-124.33777425,unnamed,East Fork Kalaloch Creek,Hoh; Quinault,State,K-1205,KALALOCH,K-1205,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,45.35,5,8.5,15.6,7.5,8.75,2,1,4,Unknown Passability,4,0,5,NA,5,1,0.05,1,0.05,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0.14,1,0.14,3,2,0.08,1,0.25,2,0.04,1,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13841217.715932244,6046863.157434685
CWCC.02288,QIN.off,,14140,2690012,,,,Culvert,47.6381510002999,-124.337767001,47.6380851800001,-124.33766466,unnamed,East Fork Kalaloch Creek,Hoh; Quinault,State,K_1205,KALALOCH,K_1205,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,44.15,5,8.5,14.4,7.5,8.75,2,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.06,1,0.06,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0.14,1,0.14,3,2,0.12,1,0.22,2,0.06,1,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13841205.516330076,6046854.919527463
CWCC.02294,QIN.off,,14207,2610039,,,,Culvert,47.2079999998,-124.059370001,47.208005197,-124.059406594,unnamed,Copalis Creek,Quinault,Private,6006A,GCC-AB,6006A,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Anadromous Only,49.475,3,9,15.6,12.5,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.19,1,0.19,0.19,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.58,3,0.15,1,0.21,2,-99999,0,0,No,No,No,No,No,No,11.4232852496045,5,12.6137837024124,3,12.6791391796111,5,13.8250751067919,4,21.7503915185456,3,-13810229.970212562,5976092.150544888
CWCC.02301,QIN.off,,14768,2610075,,,,Culvert,47.2122473234,-124.137586893,47.2122545060001,-124.137584083,unnamed,Joe Creek,Quinault,Private,AL6006.52,ALOHA TRACT,AL6006.52,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Anadromous Only,45.1,3,9,15.6,7.5,10,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.3,1,0.3,0.3,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0.26,2,3,0.5,3,0.21,2,0.2,2,-99999,0,0,No,No,No,No,No,No,14.13813321202,3,15.6261622105564,3,13.258248819492,5,13.3022511464988,5,21.875160190316,3,-13818932.64843555,5976788.4891514005
CWCC.02302,QIN.off,,14773,2610075,,,,Bridge,47.2110112003,-124.138929028,47.211005673,-124.138935147,unnamed,Joe Creek,Quinault,Private,AL6006.52,ALOHA TRACT,AL6006.52,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,46.6,5,8.5,15.6,7.5,10,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.45,1,0.45,0.45,1,0.45,0,0,0,0,0,0,0,0,0,0.48,1,0.48,3,2,0.33,2,0.21,2,0.15,1,-99999,0,0,No,No,No,No,No,No,14.13813321202,3,15.6261622105564,3,13.258248819492,5,13.3022511464988,5,21.875160190316,3,-13819083.048171349,5976583.835880776
CWCC.02303,QIN.off,,14788,2610075,,,,Culvert,47.6185010005999,-124.343073998999,47.6185028190001,-124.343058301,unnamed,East Fork Kalaloch Creek,Hoh; Quinault,Private,K2000,KALALOCH,K2000,,Jefferson,Raft River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Anadromous Only,41.85,3,7,15.6,7.5,8.75,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.02,1,0.02,0.02,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.32,2,0.12,1,0.12,1,-99999,0,0,No,No,No,No,No,No,13.7931263522125,3,15.2857468830105,3,14.1195667855706,4,14.3206980193521,4,23.5586032204483,3,-13841805.93369204,6043620.349645814
CWCC.02320,QIN.off,,15268,2690009,,,,Culvert,47.2717169992999,-124.008778999,47.27174303,-124.008764455,unnamed,Copalis River,Quinault,Private,7908.01,Copalis River - GH0690,7908.01,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,52.975,5,10.5,15.6,12.5,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.15,1,0.15,0.15,1,0.15,0,0,0,0,0,0,0,0,0,0.43,1,0.43,3,3,0.51,3,0.08,1,0.17,1,-99999,0,0,No,No,No,No,No,No,11.4232852496045,5,12.6137837024124,3,12.6791391796111,5,13.8250751067919,4,21.7503915185456,3,-13804592.513084466,5986542.799385262
CWCC.02322,QIN.off,,15270,2690009,,,,Culvert,47.2719099998,-123.996609999,47.271913753,-123.996637616,unnamed,Copalis River,Quinault,Private,7908.01,Copalis River - GH0690,7908.01,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Anadromous Only,49.475,3,9,15.6,12.5,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.18,1,0.18,0.18,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.42,3,0.21,2,0.2,2,-99999,0,0,No,No,No,No,No,No,11.4232852496045,5,12.6137837024124,3,12.6791391796111,5,13.8250751067919,4,21.7503915185456,3,-13803242.559519878,5986570.808438745
CWCC.02323,QIN.off,,15286,2690009,,,,Culvert,47.2767029994,-123.987196999999,47.2768035600001,-123.987208576,unnamed,Copalis River,Quinault,Private,,Copalis River - GH0740,,,Grays Harbor,Moclips River-Frontal Pacific Ocean,21,Barrier,Unknown Passability,,,Resident and Anadromous,56.975,7,12.5,15.6,12.5,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.86,1,0.86,0.86,1,0.86,0,0,0,0,0,0,0,0,0,1.16,2,1.16,3,4,0.67,4,0.18,1,0.26,2,-99999,0,0,No,No,No,No,No,No,11.4232852496045,5,12.6137837024124,3,12.6791391796111,5,13.8250751067919,4,21.7503915185456,3,-13802192.923600506,5987373.078306191
CWCC.02337,QIN.off,,15360,2690013,,,,Culvert,47.5706099996,-124.321029999,47.57059982,-124.321038103,unnamed,Elk Creek,Quinault,Private,1322.1,Clearwater - CL0020,1322.1,,Jefferson,Queets River,21,Barrier,Unknown Passability,,,Resident and Anadromous,42.225,5,8.5,15.6,7.5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.35,1,0.35,0.35,1,0.35,0,0,0,0,0,0,0,0,0,0.21,1,0.21,3,2,0.2,2,0.3,2,0.1,1,-99999,0,0,No,No,No,No,No,No,15.1825170402556,3,16.7414104402496,2,15.1585919000284,4,21.7792374100942,1,28.9033488411876,2,-13839354.65656134,6035712.943637363
