OBJECTID,BarrierID,StreamName,TributaryTo,County,OwnerType,FeatureType,Species,PassiblePercent,HabitatQuantity_Chinook_mi,HabitatQuality_IPScore_Chinook,HabitatQuantity_Coho_mi,HabitatQuality_IPScore_Coho,HabitatQuantity_Steelhead_mi,HabitatQuality_IPScore_Steelhea,HabitatQuantity_Chum_mi,HabitatQuantity_Cutthroat_mi,NumberSpeciesBenefit,DownstreamBarriers_Count,DownstreamBarriers_MinpercPass,UpstreamBarriers_Count,UpstreamBarriers_MinpercPass,RoadDensity_mipersqmi,WaterQuality_303d,StreamTemperature_degC,FutureStreamTemperature_degC,CanopyCover_openingangledegrees,TreeHeight_avgm,BufferWidth_avgm,NetHabitatQuantity_Chinook_mi,NetHabitatQualityIPScore_Chinoo,NetHabitatQuantity_Coho_mi,NetHabitatQualityIPScore_Coho,NetHabitatQuantity_Steelhead_mi,NetHabitatQualityIPScore_Steelh,NetHabitatQuantity_Chum_mi,NetHabitatQuantity_Cutthroat_mi,DistancetoUpstreamBarrier_miles,BarrierFlag,GSU_Eco_Region,GSU_Subbasin,GSU,Score,Rank,Barrier_Passibility,Habitat_Quantity_Chinook,Habitat_Quality_Chinook,Habitat_Quantity_Steelhead,Habitat_Quality_Steelhead,Habitat_Quantity_Coho,Coho_Habitat_Quanity_Raw_Data,Habitat_Quality_Coho,Habitat_Quantity_Cutthroat,Habitat_Quantity_Chum,Number_of_Species_Benefitting,Downstream_Barriers,Upstream_Barriers,Road_Density,Water_Quality,Stream_Temperature,Future_Stream_Temperature,Canopy_Opening_Angle,Tree_Height,Buffer_Width,Riparian_Score,Percentile,GSU_Scenario,GlobalID,geoms
226,021(24034)(05135),unnamed,Bunker Cr,Lewis,County,Culvert,"CO, RT",33,0,-99999,0.6,0.36,0,-99999,0,0.6,2,1,67,0,-99999,5.36569974867767,,19.4706535339355,20.3951892852783,0.00106591999065131,5.94275999069214,70.08740234375,0,-99999,0.6,0.36,0,-99999,0,0.6,2.49235380949636,,Central Lowlands Region,Bunker SB,Bunker Cr,46,1041,10,0,0,0,0,2,0.6,2,2,0,2,4,5,2,5,2,2,10,4,10,8,49.3190661478599,3,6d39ed7b-7444-4d4b-917b-9d4df659a605,"c(x = -123.142249759905, y = 46.6639303662517)"
227,021(24024)(01701),unnamed,Deep Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.65,0.45,0.21,0.23,0,0.65,3,1,67,0,-99999,5.36569974867767,,19.4698143005371,20.4858512878418,2.52908008405939e-4,22.6548004150391,60.4367027282715,0,-99999,0.65,0.45,0.21,0.23,0,0.65,3.28899868770689,,Central Lowlands Region,Bunker SB,Bunker Cr,52.6666666666667,477,10,0,0,1,2,2,0.65,3,2,0,3,4,5,2,5,2,2,10,10,9,9.66666666666667,77.2373540856031,3,ba7b27c5-dfa1-4332-a886-bede281a3aa0,"c(x = -123.11983288816, y = 46.671490666484)"
228,125 1503W31C,unnamed,Lincoln Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,4.86,0.53,3.5,0.24,0,4.86,3,0,-99999,5,0,4.76184102935595,,18.9084606170654,20.1127548217773,145.404006958008,7.39450454711914,29.8727149963379,0,-99999,0.32,0.73,0.32,0.33,0,0.32,0.133282936772457,,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,59.6666666666667,159,10,0,0,6,2,7,4.86,3,7,0,3,5,1,3,5,2,2,2,4,5,3.66666666666667,92.1449416342412,2,34343423-a995-42b4-97ba-ed5b04be1877,"c(x = -123.100822810494, y = 46.7491094343621)"
229,125 1303W24G,unnamed,Stearns Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.13,0.36,0,-99999,0,0.13,2,0,-99999,0,-99999,5.77186834202134,,19.9598827362061,21.0650939941406,11.8590002059937,8.93497467041016,15.0132551193237,0,-99999,0.13,0.36,0,-99999,0,0.13,0.525116395755326,,Cascade Mts Region,Stearns SB,Stearns Cr,41.6666666666667,1479,10,0,0,0,0,1,0.13,2,1,0,2,5,5,2,5,2,1,9,4,4,5.66666666666667,29.0369649805447,3,513c10ea-f4e5-40b9-9310-e9109db6993d,"c(x = -123.007612137425, y = 46.6017399517002)"
230,021(31013)(00854),unnamed,Stearns Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,3.86,0.57,3.26,0.2,0,3.86,3,4,33,6,33,5.77186834202134,,19.157133102417,20.9716453552246,0,0,0,0,-99999,1.07,0.58,1.07,0.22,0,1.07,3.41018859006516,,Cascade Mts Region,Stearns SB,Stearns Cr,47.6666666666667,860,5,0,0,6,2,6,3.86,3,6,0,3,0,2,2,5,2,2,10,0,1,3.66666666666667,57.5875486381323,3,84c352f8-e2ea-4153-aef3-37d699360911,"c(x = -122.930968206244, y = 46.5762695467053)"
231,021(40046)(00032),Berwick Cr,Dillenbaugh Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,9.6,0.67,7.9,0.28,0,9.6,3,2,33,6,0,6.82118766207388,,20.0169944763184,21.3105297088623,71.1137008666992,8.80516529083252,42.661449432373,0,-99999,0.58,0.87,0.58,0.4,0,0.58,0.301109509054075,,Cascade Mts Region,Dillenbaugh SB,Dillenbaugh Creek,60.6666666666667,134,5,0,0,10,2,10,9.6,4,10,0,3,1,1,1,5,2,1,6,4,7,5.66666666666667,93.2879377431907,0,af875272-5646-4214-8ecc-1d5661c773f2,"c(x = -122.91848288034, y = 46.6196034581243)"
232,021(40106)(00918),Gheer Cr,Carlisle Lk,Lewis,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,4.65,0.59,3.27,0.26,0,4.65,3,3,0,8,0,3.53591883741845,,18.1310043334961,18.0158290863037,100.464996337891,4.30557489395142,0.470583498477936,0,-99999,0.14,0.9,0.14,0.34,0,0.14,0.0102195576906775,0% Passible Barrier Downstream,Cascade Mts Region,Newaukum SB,SF Newaukum Tribs,54.3333333333333,354,10,0,0,6,2,7,4.65,3,7,0,3,0,1,4,5,2,2,4,2,1,2.33333333333333,82.1984435797665,0,d2affe8e-8f73-4882-9dc1-0f4bbc7c1c8e,"c(x = -122.71953610865, y = 46.588925878056)"
233,22.0080   18.00,EF Humptulips R,Humptulips R,Grays Harbor,State,Natural,"CO, SH, SRCT, RT",33,0,-99999,0.98,0.38,0.98,0.26,0,0.98,3,0,-99999,2,33,3.19111527315968,,12.6339302062988,14.9522018432617,13.7115001678467,33,100,0,-99999,0.98,0.33,0.98,0.24,0,0.98,0.752949247073615,,Grays Harbor Region,Humptulips SB,EF Humptulips Tribs,55.6666666666667,305,10,0,0,2,2,2,0.98,2,2,0,3,5,2,4,5,4,3,9,10,10,9.66666666666667,85.2140077821012,0,581fb4c0-f13c-423f-bf05-d5a09ff86587,"c(x = -123.715109367621, y = 47.3569361873679)"
234,103-1301,unnamed,Singer Cr,Grays Harbor,County,Culvert,"CO, RT",33,0,-99999,0.49,0.37,0.49,0.15,0.49,0.49,4,1,67,0,-99999,4.05353041917782,,17.4262580871582,18.4437389373779,-99999,-99999,-99999,0,-99999,0.49,0.37,0.49,0.15,0.49,0.49,0.469843208613951,Missing Riparian Data,Olympic Mts Region,Satsop SB,Lower WF Satsop Tribs,46.3333333333333,1010,10,0,0,1,1,1,0.49,2,1,1,4,4,5,3,5,2,2,4,4,5,4.33333333333333,50.7538910505837,2,4e114b67-7ed8-47a9-9a3a-aca89457f3d8,"c(x = -123.550049179691, y = 47.1727635529225)"
235,103-1198,unnamed,WF Satsop R,Grays Harbor,County,Culvert,"CH, CO, SH, SRCT, RT, BT",67,0,-99999,0.26,0.53,0.18,0.22,0.18,0.26,4,0,-99999,0,-99999,4.05353041917782,,16.9868106842041,18.1838283538818,-99999,-99999,-99999,0,-99999,0.26,0.53,0.18,0.22,0.18,0.26,3.17382111008747,Missing Riparian Data,Olympic Mts Region,Satsop SB,Lower WF Satsop MS,45.3333333333333,1131,5,0,0,1,2,1,0.26,3,1,1,4,5,5,3,5,3,2,4,4,5,4.33333333333333,45.6712062256809,1,3c425fce-e168-4dc4-b214-72c495ebc4d8,"c(x = -123.5327591609, y = 47.0486449261494)"
236,127E0182,unnamed,unnamed EF Satsop R trib,Mason,County,Culvert,"CO, SRCT, RT",33,0,-99999,0.14,0.38,0,-99999,0,0.14,2,3,0,0,-99999,5.77990389688028,,15.1697673797607,17.2068958282471,0,0,0,0,-99999,0.14,0.38,0,-99999,0,0.14,1.60562998236549,0% Passible Barrier Downstream,Olympic Mts Region,Satsop SB,Dry Run Cr,36.6666666666667,1846,10,0,0,0,0,1,0.14,2,1,0,2,0,5,2,5,3,2,10,0,1,3.66666666666667,10.4815175097276,3,ddb152a8-9b21-492f-a03d-2a4369c89fbf,"c(x = -123.404248904313, y = 47.0996697442677)"
237,125 1505W16A,unnamed,Garrard Cr,Lewis,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.62,0.56,0,-99999,0,0.62,2,0,-99999,0,-99999,4.64380330905185,,18.0872039794922,19.1585750579834,68.6630020141602,15.016300201416,44.754753112793,0,-99999,0.62,0.56,0,-99999,0,0.62,6.083493808096,,Central Lowlands Region,Garrard SB,Garrard Cr,43,1339,5,0,0,0,0,2,0.62,3,2,0,2,5,5,3,5,2,2,6,8,7,7,34.8735408560311,3,79c27161-a519-4678-9a5e-6897cbff0e08,"c(x = -123.313202530825, y = 46.7842672103746)"
238,021(91015)(04908),unknown,Lincoln Cr,Lewis,County,Culvert,"CO, RT",33,0,-99999,0.69,0.46,0.69,0.19,0,0.69,3,0,-99999,0,-99999,4.76184102935595,,18.4914512634277,19.7231140136719,82.4578018188477,5.06509017944336,6.38890504837036,0,-99999,0.69,0.46,0.69,0.19,0,0.69,1.25589816303347,,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,48.6666666666667,785,10,0,0,2,1,2,0.69,3,2,0,3,5,5,3,5,2,2,5,4,2,3.66666666666667,62.0136186770428,2,27454a3a-b751-4915-b13a-f4d434e01934,"c(x = -123.10791442733, y = 46.7624440495337)"
239,021(14001)(01340),Scammon Cr,Chehalis R,Lewis,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,9.54,0.53,7.28,0.25,0,9.54,3,2,0,5,0,5.28065499863152,,20.1476993560791,21.2336082458496,71.5802001953125,17.9319496154785,54.2414474487305,0,-99999,1.31,0.77,1.02,0.33,0,1.31,2.34081948792483,0% Passible Barrier Downstream,Central Lowlands Region,Scammon SB,Scammon Creek,66.3333333333333,59,10,0,0,10,2,10,9.54,3,10,0,3,0,1,2,5,2,1,6,8,8,7.33333333333333,97.1546692607004,0,0f6fcaf8-1f1b-4a49-8b20-0dfaf510afb5,"c(x = -123.000462813241, y = 46.7032298130922)"
241,021(17151)(07924),unnamed,S Hanaford Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,2.18,0.63,2.18,0.24,0,2.18,3,1,67,1,33,6.95768161160794,,19.0725364685059,19.1559829711914,0,0,0,0,-99999,0.5,0.75,0.5,0.31,0,0.5,3.47666916466729,,Cascade Mts Region,Skookumchuck SB,Hanaford Cr,49.6666666666667,686,5,0,0,5,2,5,2.18,4,5,0,3,4,3,1,5,2,2,10,0,1,3.66666666666667,66.2451361867704,3,429194ad-7f7a-47b7-ae8d-2d0ae2e68c8d,"c(x = -122.821639791984, y = 46.7006485130505)"
242,021(17151)(08005),unnamed,S Hanaford Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,1.85,0.61,1.85,0.23,0,1.85,3,2,67,0,-99999,6.95768161160794,,19.035816192627,19.0626621246338,0,0,0,0,-99999,1.85,0.61,1.85,0.23,0,1.85,12.466818172905,,Cascade Mts Region,Skookumchuck SB,Hanaford Cr,52.6666666666667,469,10,0,0,4,2,4,1.85,4,4,0,3,3,5,1,5,2,2,10,0,1,3.66666666666667,77.2373540856031,3,f4fc2db7-4233-4a91-bc2c-b9481b605431,"c(x = -122.821192535823, y = 46.7015626274978)"
243,103-1391,unnamed,EF Humptulips,Grays Harbor,Federal,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0.57,-99999,0.57,-99999,0,0.57,3,0,-99999,0,-99999,3.19111527315968,,13.0045852661133,15.1054239273071,-99999,-99999,-99999,0,-99999,0.57,-99999,0.57,-99999,0,0.57,1.53221374304476,Missing Riparian Data,Grays Harbor Region,Humptulips SB,EF Humptulips MS,54.3333333333333,373,15,0,0,2,0,2,0.57,0,2,0,3,5,5,4,5,4,3,4,4,5,4.33333333333333,82.1984435797665,1,6f720c3d-9bbd-4167-9426-e79fa232cdef,"c(x = -123.718575130038, y = 47.3948510265116)"
244,103-1011,unnamed,Wynoochee R,Grays Harbor,County,Culvert,"SH, SRCT, RT",0,0,-99999,0,-99999,0.19,0.15,0,0,1,0,-99999,0,-99999,5.05773291744919,,17.2843341827393,17.1400775909424,-99999,-99999,-99999,0,-99999,0,-99999,0.19,0.15,0,0,0.0957404471046534,Missing Riparian Data,Olympic Mts Region,Wynoochee SB,Lower Wynoochee MS,43.3333333333333,1335,15,0,0,1,1,0,0,0,0,0,1,5,5,2,5,2,2,4,4,5,4.33333333333333,36.284046692607,1,32e8fcba-4b8c-4a5d-b0e5-5a69e6cbede5,"c(x = -123.648604950856, y = 46.9812530877212)"
245,103-1203,unnamed,WF Satsop R,Grays Harbor,County,Culvert,"CH, CO, SH, SRCT, RT",0,0,-99999,0.55,0.43,0.55,0.19,0.55,0.55,4,0,-99999,0,-99999,4.05353041917782,,19.0754489898682,19.9736881256104,-99999,-99999,-99999,0,-99999,0.55,0.43,0.55,0.19,0.55,0.55,2.13067753319084,Missing Riparian Data,Olympic Mts Region,Satsop SB,Lower WF Satsop MS,57.3333333333333,234,15,0,0,2,1,2,0.55,3,2,2,4,5,5,3,5,2,2,4,4,5,4.33333333333333,88.7402723735409,1,cc6e04af-2737-42ba-abeb-1378834dfa06,"c(x = -123.537596495177, y = 47.05677382445)"
247,125 1404W03C,unnamed,Lincoln Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",0,0,-99999,1.68,0.59,1.27,0.46,0,1.68,3,1,67,3,33,4.76184102935595,,18.9118614196777,19.782787322998,0,0,0,0,-99999,0.61,0.58,0.44,0.58,0,0.61,8.94241329742517,,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,56.6666666666667,262,15,0,0,3,3,4,1.68,3,4,0,3,4,2,3,5,2,2,10,0,1,3.66666666666667,87.3054474708171,2,b2c903c6-9679-4838-bc42-be69820d8bf0,"c(x = -123.17678041512, y = 46.7325803321552)"
248,021(24036)(01096),unknown,unknown,Lewis,County,Culvert,"CO, RT",67,0,-99999,0.86,0.61,0,-99999,0,0.86,2,0,-99999,1,33,5.52303851267138,,19.5126705169678,20.6166820526123,167.210006713867,4.34429311752319,6.76020002365112,0,-99999,0.86,0.61,0,-99999,0,0.86,3.75190172150833,,Willapa Hills Region,South Fork SB,Lake (SFC) Cr,35.6666666666667,1895,5,0,0,0,0,2,0.86,4,2,0,2,5,3,2,5,2,2,1,2,2,1.66666666666667,7.78210116731518,3,c36ce794-8860-4989-9da1-0332f2574bff,"c(x = -123.101337050195, y = 46.5751499681132)"
250,343738,unnamed,Prairie Cr,Thurston,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,2.57,0.69,2.22,0.26,0,2.57,3,3,33,4,0,4.1451469371677,,18.9690284729004,20.3901348114014,0,0,0,0,-99999,1.79,0.71,1.52,0.26,0,1.79,5.00635916998509,,Black River Region,Prairie SB,Prairie Creek,45.6666666666667,1050,5,0,0,5,2,5,2.57,4,5,0,3,0,1,3,5,2,2,10,0,1,3.66666666666667,48.0301556420233,0,cd846175-4097-4213-9476-ced1b66a2788,"c(x = -123.004842488194, y = 46.775355217308)"
251,125 1302W20A,unnamed,Stearns Cr,Lewis,County,Culvert,"CO, SRCT, RT",67,0,-99999,0.21,0.55,0.21,0.23,0,0.21,3,0,-99999,0,-99999,5.77186834202134,,19.5536441802979,21.2504768371582,-99999,-99999,-99999,0,-99999,0.21,0.55,0.21,0.23,0,0.21,2.77822858220616,Missing Riparian Data,Cascade Mts Region,Stearns SB,Stearns Cr,40.3333333333333,1609,5,0,0,1,2,1,0.21,3,1,0,3,5,5,2,5,2,1,4,4,5,4.33333333333333,22.6410505836576,3,281bd2d6-caf7-4cbf-b2cf-38a720f4fd6b,"c(x = -122.971338895824, y = 46.6044811234931)"
252,021(94014)(00738),unnamed,unnamed SF Newaukum R trib,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.53,0.35,0.53,0.15,0,0.53,3,0,-99999,0,-99999,3.53591883741845,,18.3115158081055,18.8860206604004,0,0,0,0,-99999,0.53,0.35,0.53,0.15,0,0.53,0.259916161483324,,Cascade Mts Region,Newaukum SB,SF Newaukum Tribs,43.6666666666667,1268,5,0,0,2,1,2,0.53,2,2,0,3,5,5,4,5,2,2,10,0,1,3.66666666666667,38.545719844358,0,56e7d87b-b21f-4f2a-84e5-835af1121420,"c(x = -122.719467098981, y = 46.5648170364096)"
253,021(92004)(08538),Bull Pen Cr,SF Chehalis R,Lewis,County,Culvert,"CO, SH, SRCT, RT",0,0,-99999,1.82,0.49,1.73,0.2,0,1.82,3,0,-99999,0,-99999,5.73902625582839,,18.0081481933594,18.7581348419189,136.731002807617,10.7416496276855,27.7067985534668,0,-99999,1.82,0.49,1.73,0.2,0,1.82,9.85908670730388,,Willapa Hills Region,South Fork SB,Upper SF Chehalis Tribs,60.6666666666667,143,15,0,0,4,2,4,1.82,3,4,0,3,5,5,2,5,2,2,3,6,5,4.66666666666667,93.2879377431907,0,2e813cbc-9d6a-472d-86e0-a7b10fb16f98,"c(x = -123.102533405151, y = 46.4885343612906)"
254,103-1349,unnamed,WF Humptulips R,Grays Harbor,Federal,Culvert,"CH, CO, SH, SRCT, RT",33,0,-99999,0.24,0.31,0.24,0.14,0,0.24,3,0,-99999,0,-99999,3.76143330129863,,14.7150411605835,16.5730438232422,-99999,-99999,-99999,0,-99999,0.24,0.31,0.24,0.14,0,0.24,0.743252987724964,Missing Riparian Data,Grays Harbor Region,Humptulips SB,WF Humptulips MS,48.3333333333333,840,10,0,0,1,1,1,0.24,2,1,0,3,5,5,4,5,3,3,4,4,5,4.33333333333333,59.9951361867704,1,3077489a-9ba9-4dd4-a744-800f9354d4fb,"c(x = -123.839784319601, y = 47.3410612478249)"
255,103-1366,Elk Cr,WF Humptulips,Grays Harbor,Federal,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.37,0.74,0.37,0.29,0,0.37,3,1,67,0,-99999,3.76143330129863,,11.9289455413818,14.9093332290649,0,0,0,0,-99999,0.37,0.74,0.37,0.29,0,0.37,1.35960806010453,,Grays Harbor Region,Humptulips SB,WF Humptulips Tribs,51.6666666666667,550,10,0,0,1,2,1,0.37,4,1,0,3,4,5,4,5,5,3,10,0,1,3.66666666666667,73.6867704280156,0,01345386-1dbb-42e5-a06f-36835b064b8b,"c(x = -123.774330346588, y = 47.3745587928235)"
256,125 1204W08A,Halfway Cr,Stillman Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",0,0,-99999,0.2,-99999,0.12,-99999,0,0.2,3,0,-99999,0,-99999,6.72833967937911,,18.2104911804199,18.6966934204102,14.3889999389648,3.4405851364135702,60.0460968017578,0,-99999,0.2,-99999,0.12,-99999,0,0.2,0.083070213165218,,Willapa Hills Region,South Fork SB,Stillman (SFC) Cr,47.6666666666667,882,15,0,0,1,0,1,0.2,0,1,0,3,5,5,1,5,2,2,9,2,9,6.66666666666667,57.5875486381323,1,402307c5-925c-447a-9594-15684309db54,"c(x = -123.208400274758, y = 46.5448507552575)"
258,021(23650)(02800),unnamed,SF Chehalis R,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.49,0.61,0.59,0.19,0,0.49,3,0,-99999,3,33,5.73902625582839,,19.8029899597168,20.9515056610107,-99999,-99999,-99999,0,-99999,0.49,0.74,0.49,0.26,0,0.49,0.0368110005042695,Missing Riparian Data,Willapa Hills Region,South Fork SB,Lower SF Chehalis Tribs,39.3333333333333,1654,5,0,0,2,1,1,0.49,4,1,0,3,5,2,2,5,2,2,4,4,5,4.33333333333333,19.0661478599222,0,c5760b7e-09af-474c-9f8a-13dd8775aaad,"c(x = -123.105164386384, y = 46.5932258481499)"
259,021(91015)(03585),Lincoln Cr,Chehalis R,Lewis,County,Culvert,"CO, RT",0,0,-99999,0.62,0.47,0.62,0.2,0,0.62,3,0,-99999,0,-99999,4.76184102935595,,18.9626235961914,19.9815082550049,-99999,-99999,-99999,0,-99999,0.62,0.47,0.62,0.2,0,0.62,1.04416989137705,Missing Riparian Data,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,55.3333333333333,324,15,0,0,2,2,2,0.62,3,2,0,3,5,5,3,5,2,2,4,4,5,4.33333333333333,84.4844357976654,2,eb5e1773-bc6d-4337-b434-42c049fd6e5b,"c(x = -123.081873300101, y = 46.7623095180544)"
260,021(22850)(02861),WF Stearns Cr,Stearns Cr,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,3.5,0.56,0.92,0.3,0,3.5,3,0,-99999,0,-99999,5.77186834202134,,18.827579498291,20.6983623504639,67.2800979614258,11.5583000183105,30.0806503295898,0,-99999,3.5,0.56,0.92,0.3,0,3.5,27.6555985197869,,Cascade Mts Region,Stearns SB,Stearns Cr,54,381,5,0,0,2,2,6,3.5,3,6,0,3,5,5,2,5,2,2,6,6,6,6,81.25,3,2f41f319-8ab5-4c15-a017-cebc6663dc0c,"c(x = -123.034003855701, y = 46.5799249873689)"
261,125 1302W32A,unnamed,Ripple Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",33,0,-99999,1.22,0.54,1.22,0.22,0,1.22,3,0,-99999,1,33,5.77186834202134,,19.3941650390625,20.9236621856689,0.0016553399618715,3.46128010749817,76.9097518920898,0,-99999,1.22,0.55,1.22,0.22,0,1.22,2.92091162163866,,Cascade Mts Region,Stearns SB,Stearns Cr,53.3333333333333,423,10,0,0,3,2,3,1.22,3,3,0,3,5,3,2,5,2,2,10,2,10,7.33333333333333,79.4017509727626,3,7800b0f5-2c0c-45f8-8159-c6eb056eebd4,"c(x = -122.95787128094, y = 46.5756279186199)"
262,021(94001)(13600),unnamed,unnamed MF Newaukum R trib,Lewis,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.44,-99999,0.44,-99999,0,0.44,3,0,-99999,0,-99999,5.30036526210221,,16.965145111084,18.2199516296387,0,0,0,0,-99999,0.44,-99999,0.44,-99999,0,0.44,0.0487837577175849,,Cascade Mts Region,Newaukum SB,MF Newaukum Tribs,41.6666666666667,1463,10,0,0,1,0,1,0.44,0,1,0,3,5,5,2,5,3,2,10,0,1,3.66666666666667,29.0369649805447,0,9762b5c6-928b-46f0-a05c-eda72ca6088f,"c(x = -122.718062829587, y = 46.6254720180477)"
263,021(96001)(16720),unnamed,MF Newaukum R,Lewis,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.99,0.5,0.48,0.23,0,0.99,3,4,33,2,33,5.30036526210221,,15.9663782119751,17.0247974395752,0,0,0,0,-99999,0.48,0.53,0.48,0.23,0,0.48,0.0501692100760246,,Cascade Mts Region,Newaukum SB,MF Newaukum Tribs,35.6666666666667,1892,5,0,0,1,2,2,0.99,3,2,0,3,0,2,2,5,3,2,10,0,1,3.66666666666667,7.78210116731518,0,9be1308c-6e9a-4197-bbfb-121d4dd3cc1e,"c(x = -122.654705043735, y = 46.6155639617686)"
264,021(64024)(00002),unnamed,MF Newaukum R,Lewis,County,Culvert,"CO, SH, SRCT, RT",33,0,-99999,0.99,0.51,0.48,0.24,0,0.99,3,3,67,3,33,5.30036526210221,,15.9712343215942,17.0451221466064,0,0,0,0,-99999,0.48,0.61,0.48,0.24,0,0.48,0.12476394768492,,Cascade Mts Region,Newaukum SB,MF Newaukum Tribs,40.6666666666667,1543,10,0,0,1,2,2,0.99,3,2,0,3,0,2,2,5,3,2,10,0,1,3.66666666666667,24.5865758754864,0,ed16da73-b641-4112-b646-2a78923d46f8,"c(x = -122.656925607959, y = 46.6151587091724)"
265,125 1301E15B,unnamed,MF Newaukum R,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.99,0.53,0.48,0.24,0,0.99,3,2,67,4,33,5.30036526210221,,16.0013866424561,17.1230354309082,0,0,0,0,-99999,0.48,0.64,0.48,0.25,0,0.48,0.112337766062899,,Cascade Mts Region,Newaukum SB,MF Newaukum Tribs,38.6666666666667,1697,5,0,0,1,2,2,0.99,3,2,0,3,3,2,2,5,3,2,10,0,1,3.66666666666667,17.0476653696498,0,a6c16a1f-e560-4583-8c61-2edfdfd7e734,"c(x = -122.659193333266, y = 46.6148043796122)"
266,103-1399,unnamed,EF Humptulips,Grays Harbor,Federal,Culvert,"CH, CO, SH, SRCT, RT",33,0,-99999,0.75,0.27,0.75,0.16,0,0.75,3,0,-99999,0,-99999,3.19111527315968,,12.8772296905518,15.1726808547974,-99999,-99999,-99999,0,-99999,0.75,0.27,0.75,0.16,0,0.75,1.11412915082524,Missing Riparian Data,Grays Harbor Region,Humptulips SB,EF Humptulips MS,52.3333333333333,493,10,0,0,2,1,2,0.75,2,2,0,3,5,5,4,5,4,3,4,4,5,4.33333333333333,75.8268482490272,1,e32439b4-dfa2-4b73-a5ea-dbe908a1b880,"c(x = -123.703979134562, y = 47.354546953533)"
267,103-1080,unnamed,Wynoochee R,Grays Harbor,County,Culvert,"CH, CO, SH, SRCT, RT",33,0,-99999,0.2,0.72,0.2,0.24,0.2,0.2,4,3,33,0,-99999,5.05773291744919,,16.8171310424805,17.409818649292,-99999,-99999,-99999,0,-99999,0.2,0.72,0.2,0.24,0.2,0.2,2.23162110493672,Missing Riparian Data,Olympic Mts Region,Wynoochee SB,Lower Wynoochee MS,45.3333333333333,1137,10,0,0,1,2,1,0.2,4,1,1,4,0,5,2,5,3,2,4,4,5,4.33333333333333,45.6712062256809,1,20091c74-df71-41e4-9e40-f3fa5ce010b6,"c(x = -123.636553895547, y = 46.9870310177939)"
268,103-1057,unnamed,Black Cr,Grays Harbor,County,Culvert,"CH, CO, SH, SRCT, RT",67,0,-99999,0.49,0.64,0.55,0.22,0.66,0.49,4,0,-99999,0,-99999,4.70832316832026,,16.4588985443115,17.9414539337158,19.0722007751465,23,46.6774520874023,0,-99999,0.49,0.64,0.55,0.22,0.66,0.49,2.76332739274952,,Olympic Mts Region,Wynoochee SB,Black (Wyn) Cr,52.6666666666667,478,5,0,0,2,2,1,0.49,4,1,2,4,5,5,3,5,3,2,9,10,7,8.66666666666667,77.2373540856031,3,ae1740ef-bf3c-40cc-825d-45b46337af05,"c(x = -123.62829769266, y = 47.0280211648852)"
269,021(91009)(00805),Independence Cr,Chehalis R,Lewis,County,Culvert,"CO, SRCT, RT",33,0,-99999,0.61,0.56,1.26,0.2,0,0.61,3,1,67,0,-99999,5.04246939239439,,18.7040882110596,19.5785217285156,38.730598449707,10.5431699752808,39.1109466552734,0,-99999,0.61,0.56,1.26,0.2,0,0.61,2.41228321591185,,Central Lowlands Region,Independence SB,Independence Cr,51.6666666666667,547,10,0,0,3,2,2,0.61,3,2,0,3,4,5,2,5,2,2,8,6,6,6.66666666666667,73.6867704280156,0,1da1d574-7775-4577-ba78-3502fcaaf908,"c(x = -123.237786894001, y = 46.7591472107286)"
